rebalance_id,trade_date,signal_date,as_of_date,instrument_key,symbol,display_name,action,price,shares_before,shares_after,delta_shares,target_weight,notional,rationale_text
n7::2019-02-28,2019-02-28,2019-02-27,2018-12-31,sector::XLV,XLV,Health Care,buy,80.9657000000,0.000000000000,0.004116969696,0.004116969696,0.333333333333,0.333333333333,Own the three industries with the largest positive disclosed weight changes versus the prior snapshot.
n7::2019-02-28,2019-02-28,2019-02-27,2018-12-31,sector::XLK,XLK,Technology,buy,33.1762000000,0.000000000000,0.010047363270,0.010047363270,0.333333333333,0.333333333333,Own the three industries with the largest positive disclosed weight changes versus the prior snapshot.
n7::2019-02-28,2019-02-28,2019-02-27,2018-12-31,sector::XLY,XLY,Consumer Services,buy,51.5514000000,0.000000000000,0.006466038426,0.006466038426,0.333333333333,0.333333333333,Own the three industries with the largest positive disclosed weight changes versus the prior snapshot.
n7::2020-02-28,2020-02-28,2020-02-25,2019-12-31,sector::XLK,XLK,Technology,sell,41.9208000000,0.010047363270,0.008912324458,-0.001135038812,0.333333333333,0.047581735040,Own the three industries with the largest positive disclosed weight changes versus the prior snapshot.
n7::2020-02-28,2020-02-28,2020-02-25,2019-12-31,sector::XLI,XLI,Industrials,buy,66.1503000000,0.000000000000,0.005647922551,0.005647922551,0.333333333333,0.373611771148,Own the three industries with the largest positive disclosed weight changes versus the prior snapshot.
n7::2020-02-28,2020-02-28,2020-02-25,2019-12-31,sector::XLV,XLV,Health Care,sell,83.6912000000,0.004116969696,0.000000000000,-0.004116969696,0.000000000000,0.344554134240,Remove positions no longer selected by the strategy at this disclosure step.
n7::2020-02-28,2020-02-28,2020-02-25,2019-12-31,sector::XLY,XLY,Consumer Services,sell,54.9158000000,0.006466038426,0.000000000000,-0.006466038426,0.000000000000,0.355087673015,Remove positions no longer selected by the strategy at this disclosure step.
n7::2021-02-26,2021-02-26,2021-02-25,2020-12-31,sector::XLK,XLK,Technology,sell,62.7744000000,0.008912324458,0.007465823373,-0.001446501085,0.333333333333,0.090803237700,Own the three industries with the largest positive disclosed weight changes versus the prior snapshot.
n7::2021-02-26,2021-02-26,2021-02-25,2020-12-31,sector::XLY,XLY,Consumer Services,buy,77.2599000000,0.000000000000,0.006066052153,0.006066052153,0.333333333333,0.468662582770,Own the three industries with the largest positive disclosed weight changes versus the prior snapshot.
n7::2021-02-26,2021-02-26,2021-02-25,2020-12-31,sector::XLP,XLP,Consumer Goods,buy,55.2256000000,0.000000000000,0.008486328492,0.008486328492,0.333333333333,0.468662582770,Own the three industries with the largest positive disclosed weight changes versus the prior snapshot.
n7::2021-02-26,2021-02-26,2021-02-25,2020-12-31,sector::XLI,XLI,Industrials,sell,83.7317000000,0.005647922551,0.000000000000,-0.005647922551,0.000000000000,0.472910156692,Remove positions no longer selected by the strategy at this disclosure step.
n7::2022-03-31,2022-03-31,2022-03-03,2021-12-31,sector::XLY,XLY,Consumer Discretionary,buy,89.3753000000,0.006066052153,0.006325752830,0.000259700676,0.333333333333,0.023210825851,Own the three industries with the largest positive disclosed weight changes versus the prior snapshot.
n7::2022-03-31,2022-03-31,2022-03-03,2021-12-31,sector::XLRE,XLRE,Real Estate,buy,42.0818000000,0.000000000000,0.013434930466,0.013434930466,0.333333333333,0.565366056881,Own the three industries with the largest positive disclosed weight changes versus the prior snapshot.
n7::2022-03-31,2022-03-31,2022-03-03,2021-12-31,sector::XLP,XLP,Consumer Staples,sell,68.1818000000,0.008486328492,0.008292037712,-0.000194290780,0.333333333333,0.013247095097,Own the three industries with the largest positive disclosed weight changes versus the prior snapshot.
n7::2022-03-31,2022-03-31,2022-03-03,2021-12-31,sector::XLK,XLK,Technology,sell,77.0618000000,0.007465823373,0.000000000000,-0.007465823373,0.000000000000,0.575329787635,Remove positions no longer selected by the strategy at this disclosure step.
n7::2023-03-31,2023-03-31,2023-03-07,2022-12-31,sector::XLF,XLF,Financials,buy,30.6385000000,0.000000000000,0.016164516797,0.016164516797,0.333333333333,0.495256547880,Own the three industries with the largest positive disclosed weight changes versus the prior snapshot.
n7::2023-03-31,2023-03-31,2023-03-07,2022-12-31,sector::XLV,XLV,Health Care,buy,123.1669000000,0.000000000000,0.004021019835,0.004021019835,0.333333333333,0.495256547880,Own the three industries with the largest positive disclosed weight changes versus the prior snapshot.
