rebalance_id,trade_date,signal_date,as_of_date,instrument_key,symbol,display_name,action,price,shares_before,shares_after,delta_shares,target_weight,notional,rationale_text
n1::2018-02-28,2018-02-28,2018-02-27,2017-12-31,mirror::AAPL,AAPL,Apple Inc,buy,41.8065000000,0.000000000000,0.002391972540,0.002391972540,0.100000000000,0.100000000000,Equal-weight the disclosed core US NBIM mirror sleeve at each public snapshot.
n1::2018-02-28,2018-02-28,2018-02-27,2017-12-31,mirror::GOOGL,GOOGL,Alphabet Inc,buy,54.7412000000,0.000000000000,0.001826777637,0.001826777637,0.100000000000,0.100000000000,Equal-weight the disclosed core US NBIM mirror sleeve at each public snapshot.
n1::2018-02-28,2018-02-28,2018-02-27,2017-12-31,mirror::MSFT,MSFT,Microsoft Corp,buy,86.2409000000,0.000000000000,0.001159542630,0.001159542630,0.100000000000,0.100000000000,Equal-weight the disclosed core US NBIM mirror sleeve at each public snapshot.
n1::2018-02-28,2018-02-28,2018-02-27,2017-12-31,mirror::AMZN,AMZN,Amazon.com Inc,buy,75.6225000000,0.000000000000,0.001322357764,0.001322357764,0.100000000000,0.100000000000,Equal-weight the disclosed core US NBIM mirror sleeve at each public snapshot.
n1::2018-02-28,2018-02-28,2018-02-27,2017-12-31,mirror::META,META,Facebook Inc,buy,176.9450000000,0.000000000000,0.000565147362,0.000565147362,0.100000000000,0.100000000000,Equal-weight the disclosed core US NBIM mirror sleeve at each public snapshot.
n1::2018-02-28,2018-02-28,2018-02-27,2017-12-31,mirror::BRK.B,BRK.B,Berkshire Hathaway Inc,buy,207.2000000000,0.000000000000,0.000482625483,0.000482625483,0.100000000000,0.100000000000,Equal-weight the disclosed core US NBIM mirror sleeve at each public snapshot.
n1::2018-02-28,2018-02-28,2018-02-27,2017-12-31,mirror::JPM,JPM,JPMorgan Chase & Co,buy,92.3427000000,0.000000000000,0.001082922635,0.001082922635,0.100000000000,0.100000000000,Equal-weight the disclosed core US NBIM mirror sleeve at each public snapshot.
n1::2018-02-28,2018-02-28,2018-02-27,2017-12-31,mirror::XOM,XOM,Exxon Mobil Corp,buy,52.3366000000,0.000000000000,0.001910708758,0.001910708758,0.100000000000,0.100000000000,Equal-weight the disclosed core US NBIM mirror sleeve at each public snapshot.
n1::2018-02-28,2018-02-28,2018-02-27,2017-12-31,mirror::NVDA,NVDA,NVIDIA Corp,buy,5.9864000000,0.000000000000,0.016704530269,0.016704530269,0.100000000000,0.100000000000,Equal-weight the disclosed core US NBIM mirror sleeve at each public snapshot.
n1::2018-02-28,2018-02-28,2018-02-27,2017-12-31,mirror::TSLA,TSLA,Tesla Inc,buy,22.8707000000,0.000000000000,0.004372406616,0.004372406616,0.100000000000,0.100000000000,Equal-weight the disclosed core US NBIM mirror sleeve at each public snapshot.
n1::2019-02-28,2019-02-28,2019-02-27,2018-12-31,mirror::MSFT,MSFT,Microsoft Corp,sell,104.7871000000,0.001159542630,0.000932365355,-0.000227177275,0.100000000000,0.023805247866,Equal-weight the disclosed core US NBIM mirror sleeve at each public snapshot.
n1::2019-02-28,2019-02-28,2019-02-27,2018-12-31,mirror::AAPL,AAPL,Apple Inc,sell,41.2601000000,0.002391972540,0.002367901718,-0.000024070823,0.100000000000,0.000993164545,Equal-weight the disclosed core US NBIM mirror sleeve at each public snapshot.
n1::2019-02-28,2019-02-28,2019-02-27,2018-12-31,mirror::GOOGL,GOOGL,Alphabet Inc,sell,55.8634000000,0.001826777637,0.001748906469,-0.000077871168,0.100000000000,0.004350148206,Equal-weight the disclosed core US NBIM mirror sleeve at each public snapshot.
n1::2019-02-28,2019-02-28,2019-02-27,2018-12-31,mirror::AMZN,AMZN,Amazon.com Inc,sell,81.9915000000,0.001322357764,0.001191585246,-0.000130772518,0.100000000000,0.010722234939,Equal-weight the disclosed core US NBIM mirror sleeve at each public snapshot.
n1::2019-02-28,2019-02-28,2019-02-27,2018-12-31,mirror::BRK.B,BRK.B,Berkshire Hathaway Inc,buy,201.3000000000,0.000482625483,0.000485344569,0.000002719086,0.100000000000,0.000547352007,Equal-weight the disclosed core US NBIM mirror sleeve at each public snapshot.
n1::2019-02-28,2019-02-28,2019-02-27,2018-12-31,mirror::META,META,Facebook Inc,buy,160.2051000000,0.000565147362,0.000609842394,0.000044695031,0.100000000000,0.007160371987,Equal-weight the disclosed core US NBIM mirror sleeve at each public snapshot.
