rebalance_id,trade_date,signal_date,as_of_date,instrument_key,symbol,display_name,action,price,shares_before,shares_after,delta_shares,target_weight,notional,rationale_text
n6::2018-03-06,2018-03-06,2018-02-27,2017-12-31,sector::XLF,XLF,XLF,buy,24.7934200000,0.000000000000,0.013444427325,0.013444427325,0.333333333333,0.333333333333,N6 Top-3 Industry Leaders with T+5 execution lag.
n6::2018-03-06,2018-03-06,2018-02-27,2017-12-31,sector::XLI,XLI,XLI,buy,66.5134900000,0.000000000000,0.005011514707,0.005011514707,0.333333333333,0.333333333333,N6 Top-3 Industry Leaders with T+5 execution lag.
n6::2018-03-06,2018-03-06,2018-02-27,2017-12-31,sector::XLP,XLP,XLP,buy,43.5465800000,0.000000000000,0.007654638627,0.007654638627,0.333333333333,0.333333333333,N6 Top-3 Industry Leaders with T+5 execution lag.
n6::2019-03-06,2019-03-06,2019-02-27,2018-12-31,sector::XLF,XLF,XLF,buy,22.8922800000,0.013444427325,0.014308026865,0.000863599540,0.333333333333,0.019769762481,N6 Top-3 Industry Leaders with T+5 execution lag.
n6::2019-03-06,2019-03-06,2019-02-27,2018-12-31,sector::XLI,XLI,XLI,sell,66.4520800000,0.005011514707,0.004929015875,-0.000082498832,0.333333333333,0.005482218965,N6 Top-3 Industry Leaders with T+5 execution lag.
n6::2019-03-06,2019-03-06,2019-02-27,2018-12-31,sector::XLK,XLK,XLK,buy,30.9943900000,0.000000000000,0.010567827186,0.010567827186,0.333333333333,0.327543357250,N6 Top-3 Industry Leaders with T+5 execution lag.
n6::2019-03-06,2019-03-06,2019-02-27,2018-12-31,sector::XLP,XLP,XLP,sell,44.6567000000,0.007654638627,0.000000000000,-0.007654638627,0.000000000000,0.341830900766,Remove positions no longer selected by the strategy at this disclosure step.
n6::2020-03-03,2020-03-03,2020-02-25,2019-12-31,sector::XLF,XLF,XLF,buy,23.9392000000,0.014308026865,0.015329302688,0.001021275822,0.333333333333,0.024448526163,N6 Top-3 Industry Leaders with T+5 execution lag.
n6::2020-03-03,2020-03-03,2020-02-25,2019-12-31,sector::XLK,XLK,XLK,sell,40.5884100000,0.010567827186,0.009041281560,-0.001526545625,0.333333333333,0.061960059729,N6 Top-3 Industry Leaders with T+5 execution lag.
n6::2020-03-03,2020-03-03,2020-02-25,2019-12-31,sector::XLI,XLI,XLI,buy,66.8408700000,0.004929015875,0.005490222418,0.000561206543,0.333333333333,0.037511533566,N6 Top-3 Industry Leaders with T+5 execution lag.
