rebalance_id,trade_date,signal_date,as_of_date,instrument_key,symbol,display_name,action,price,shares_before,shares_after,delta_shares,target_weight,notional,rationale_text
n4::2019-03-04,2019-03-04,2019-02-27,2018-12-31,sector::XLY,XLY,Consumer Services,buy,48.6617300000,0.000000000000,0.003157859894,0.003157859894,0.153666925552,0.153666925552,N4 Industry Weight-Change Tilt with T+3 execution lag.
n4::2019-03-04,2019-03-04,2019-02-27,2018-12-31,sector::XLV,XLV,Health Care,buy,81.0504830000,0.000000000000,0.004615144509,0.004615144509,0.374059691557,0.374059691557,N4 Industry Weight-Change Tilt with T+3 execution lag.
n4::2019-03-04,2019-03-04,2019-02-27,2018-12-31,sector::XLE,XLE,Oil & Gas,buy,17.8451500000,0.000000000000,0.003524035443,0.003524035443,0.062886941085,0.062886941085,N4 Industry Weight-Change Tilt with T+3 execution lag.
n4::2019-03-04,2019-03-04,2019-02-27,2018-12-31,sector::XLK,XLK,Technology,buy,31.2494100000,0.000000000000,0.010335488599,0.010335488599,0.322977920781,0.322977920781,N4 Industry Weight-Change Tilt with T+3 execution lag.
n4::2019-03-04,2019-03-04,2019-02-27,2018-12-31,sector::XLC,XLC,Telecommunications,buy,43.2332700000,0.000000000000,0.000784270526,0.000784270526,0.033906579385,0.033906579385,N4 Industry Weight-Change Tilt with T+3 execution lag.
n4::2019-03-04,2019-03-04,2019-02-27,2018-12-31,sector::XLU,XLU,Utilities,buy,18.5912700000,0.000000000000,0.002824010497,0.002824010497,0.052501941640,0.052501941640,N4 Industry Weight-Change Tilt with T+3 execution lag.
n4::2020-02-28,2020-02-28,2020-02-25,2019-12-31,sector::XLI,XLI,Industrials,buy,66.1887600000,0.000000000000,0.003094613606,0.003094613606,0.184462782362,0.204828637259,N4 Industry Weight-Change Tilt with T+3 execution lag.
n4::2020-02-28,2020-02-28,2020-02-25,2019-12-31,sector::XLK,XLK,Technology,buy,39.8843300000,0.010335488599,0.022625037327,0.012289548728,0.812661498708,0.490160417025,N4 Industry Weight-Change Tilt with T+3 execution lag.
n4::2020-02-28,2020-02-28,2020-02-25,2019-12-31,sector::XLU,XLU,Utilities,sell,21.4692600000,0.002824010497,0.000148734350,-0.002675276147,0.002875718930,0.057436199170,N4 Industry Weight-Change Tilt with T+3 execution lag.
n4::2020-02-28,2020-02-28,2020-02-25,2019-12-31,sector::XLY,XLY,Consumer Services,sell,52.2749400000,0.003157859894,0.000000000000,-0.003157859894,0.000000000000,0.165076936500,Remove positions no longer selected by the strategy at this disclosure step.
n4::2020-02-28,2020-02-28,2020-02-25,2019-12-31,sector::XLV,XLV,Health Care,sell,83.7369100000,0.004615144509,0.000000000000,-0.004615144509,0.000000000000,0.386457940374,Remove positions no longer selected by the strategy at this disclosure step.
n4::2020-02-28,2020-02-28,2020-02-25,2019-12-31,sector::XLE,XLE,Oil & Gas,sell,13.7781600000,0.003524035443,0.000000000000,-0.003524035443,0.000000000000,0.048554724179,Remove positions no longer selected by the strategy at this disclosure step.
n4::2020-02-28,2020-02-28,2020-02-25,2019-12-31,sector::XLC,XLC,Telecommunications,sell,47.7682800000,0.000784270526,0.000000000000,-0.000784270526,0.000000000000,0.037463254062,Remove positions no longer selected by the strategy at this disclosure step.
n4::2021-03-02,2021-03-02,2021-02-25,2020-12-31,sector::XLP,XLP,Consumer Goods,buy,55.7093400000,0.000000000000,0.002360150480,0.002360150480,0.079300341297,0.131482425545,N4 Industry Weight-Change Tilt with T+3 execution lag.
n4::2021-03-02,2021-03-02,2021-02-25,2020-12-31,sector::XLY,XLY,Consumer Services,buy,75.2263700000,0.000000000000,0.002803212688,0.002803212688,0.127184300341,0.210875514867,N4 Industry Weight-Change Tilt with T+3 execution lag.
n4::2021-03-02,2021-03-02,2021-02-25,2020-12-31,sector::XLV,XLV,Health Care,buy,104.6235300000,0.000000000000,0.000894875118,0.000894875118,0.056467576792,0.093624993787,N4 Industry Weight-Change Tilt with T+3 execution lag.
n4::2021-03-02,2021-03-02,2021-02-25,2020-12-31,sector::XLI,XLI,Industrials,sell,85.6231700000,0.003094613606,0.001248434282,-0.001846179324,0.064470989761,0.158075726136,N4 Industry Weight-Change Tilt with T+3 execution lag.
n4::2021-03-02,2021-03-02,2021-02-25,2020-12-31,sector::XLK,XLK,Technology,sell,61.4269200000,0.022625037327,0.018154144507,-0.004470892821,0.672576791809,0.274633175623,N4 Industry Weight-Change Tilt with T+3 execution lag.
n4::2021-03-02,2021-03-02,2021-02-25,2020-12-31,sector::XLU,XLU,Utilities,sell,22.0126180000,0.000148734350,0.000000000000,-0.000148734350,0.000000000000,0.003274032441,Remove positions no longer selected by the strategy at this disclosure step.
n4::2022-03-08,2022-03-08,2022-03-03,2021-12-31,sector::XLY,XLY,Consumer Discretionary,buy,76.3756500000,0.002803212688,0.010357202097,0.007553989409,0.436675485539,0.576940851210,N4 Industry Weight-Change Tilt with T+3 execution lag.
n4::2022-03-08,2022-03-08,2022-03-03,2021-12-31,sector::XLP,XLP,Consumer Staples,buy,64.8438700000,0.002360150480,0.005020849264,0.002660698784,0.179724610667,0.172530006067,N4 Industry Weight-Change Tilt with T+3 execution lag.
n4::2022-03-08,2022-03-08,2022-03-03,2021-12-31,sector::XLE,XLE,Energy,buy,29.2752800000,0.000000000000,0.006932320172,0.006932320172,0.112031747941,0.202945614094,N4 Industry Weight-Change Tilt with T+3 execution lag.
n4::2022-03-08,2022-03-08,2022-03-03,2021-12-31,sector::XLRE,XLRE,Real Estate,buy,39.3555500000,0.000000000000,0.008687714174,0.008687714174,0.188743911972,0.341909769558,N4 Industry Weight-Change Tilt with T+3 execution lag.
n4::2022-03-08,2022-03-08,2022-03-03,2021-12-31,sector::XLK,XLK,Technology,sell,67.4406500000,0.018154144507,0.001615500167,-0.016538644340,0.060143707534,1.115376924382,N4 Industry Weight-Change Tilt with T+3 execution lag.
n4::2022-03-08,2022-03-08,2022-03-03,2021-12-31,sector::XLC,XLC,Telecommunications,buy,61.3024600000,0.000000000000,0.000670214742,0.000670214742,0.022680536348,0.041085812385,N4 Industry Weight-Change Tilt with T+3 execution lag.
n4::2022-03-08,2022-03-08,2022-03-03,2021-12-31,sector::XLV,XLV,Health Care,sell,119.0471450000,0.000894875118,0.000000000000,-0.000894875118,0.000000000000,0.106532327967,Remove positions no longer selected by the strategy at this disclosure step.
n4::2022-03-08,2022-03-08,2022-03-03,2021-12-31,sector::XLI,XLI,Industrials,sell,90.9161200000,0.001248434282,0.000000000000,-0.001248434282,0.000000000000,0.113502800965,Remove positions no longer selected by the strategy at this disclosure step.
n4::2023-03-10,2023-03-10,2023-03-07,2022-12-31,sector::XLB,XLB,Basic Materials,buy,34.8120200000,0.000000000000,0.000537767548,0.000537767548,0.011259720062,0.018720774646,N4 Industry Weight-Change Tilt with T+3 execution lag.
n4::2023-03-10,2023-03-10,2023-03-07,2022-12-31,sector::XLP,XLP,Consumer Staples,sell,65.2586000000,0.005020849264,0.003429239696,-0.001591609568,0.134598237429,0.103866212164,N4 Industry Weight-Change Tilt with T+3 execution lag.
n4::2023-03-10,2023-03-10,2023-03-07,2022-12-31,sector::XLE,XLE,Energy,sell,33.8708700000,0.006932320172,0.006888010656,-0.000044309516,0.140321410057,0.001500801863,N4 Industry Weight-Change Tilt with T+3 execution lag.
n4::2023-03-10,2023-03-10,2023-03-07,2022-12-31,sector::XLF,XLF,Financials,buy,31.2262200000,0.000000000000,0.017921592771,0.017921592771,0.336588906169,0.559623598612,N4 Industry Weight-Change Tilt with T+3 execution lag.
n4::2023-03-10,2023-03-10,2023-03-07,2022-12-31,sector::XLV,XLV,Health Care,buy,117.6674000000,0.000000000000,0.004329077075,0.004329077075,0.306376360809,0.509391243808,N4 Industry Weight-Change Tilt with T+3 execution lag.
n4::2023-03-10,2023-03-10,2023-03-07,2022-12-31,sector::XLU,XLU,Utilities,buy,26.8534100000,0.000000000000,0.004387019066,0.004387019066,0.070855365474,0.117806421664,N4 Industry Weight-Change Tilt with T+3 execution lag.
n4::2023-03-10,2023-03-10,2023-03-07,2022-12-31,sector::XLY,XLY,Consumer Discretionary,sell,65.6709400000,0.010357202097,0.000000000000,-0.010357202097,0.000000000000,0.680167197493,Remove positions no longer selected by the strategy at this disclosure step.
n4::2023-03-10,2023-03-10,2023-03-07,2022-12-31,sector::XLRE,XLRE,Real Estate,sell,32.3612300000,0.008687714174,0.000000000000,-0.008687714174,0.000000000000,0.281145116557,Remove positions no longer selected by the strategy at this disclosure step.
n4::2023-03-10,2023-03-10,2023-03-07,2022-12-31,sector::XLK,XLK,Technology,sell,65.0308530000,0.001615500167,0.000000000000,-0.001615500167,0.000000000000,0.105057353876,Remove positions no longer selected by the strategy at this disclosure step.
n4::2023-03-10,2023-03-10,2023-03-07,2022-12-31,sector::XLC,XLC,Telecommunications,sell,50.4395900000,0.000670214742,0.000000000000,-0.000670214742,0.000000000000,0.033805356776,Remove positions no longer selected by the strategy at this disclosure step.
n4::2024-03-01,2024-03-01,2024-02-27,2023-12-31,sector::XLY,XLY,Consumer Discretionary,buy,89.4435700000,0.000000000000,0.002790006611,0.002790006611,0.127636959772,0.249548151635,N4 Industry Weight-Change Tilt with T+3 execution lag.
n4::2024-03-01,2024-03-01,2024-02-27,2023-12-31,sector::XLK,XLK,Technology,buy,102.7009500000,0.000000000000,0.015801414295,0.015801414295,0.830027563098,1.622820259482,N4 Industry Weight-Change Tilt with T+3 execution lag.
n4::2024-03-01,2024-03-01,2024-02-27,2023-12-31,sector::XLC,XLC,Telecommunications,buy,77.9521800000,0.000000000000,0.001061827821,0.001061827821,0.042335477130,0.082771793415,N4 Industry Weight-Change Tilt with T+3 execution lag.
n4::2024-03-01,2024-03-01,2024-02-27,2023-12-31,sector::XLB,XLB,Basic Materials,sell,40.8335000000,0.000537767548,0.000000000000,-0.000537767548,0.000000000000,0.021958931182,Remove positions no longer selected by the strategy at this disclosure step.
n4::2024-03-01,2024-03-01,2024-02-27,2023-12-31,sector::XLP,XLP,Consumer Staples,sell,70.1323900000,0.003429239696,0.000000000000,-0.003429239696,0.000000000000,0.240500775766,Remove positions no longer selected by the strategy at this disclosure step.
n4::2024-03-01,2024-03-01,2024-02-27,2023-12-31,sector::XLE,XLE,Energy,sell,38.3538500000,0.006888010656,0.000000000000,-0.006888010656,0.000000000000,0.264181727503,Remove positions no longer selected by the strategy at this disclosure step.
n4::2024-03-01,2024-03-01,2024-02-27,2023-12-31,sector::XLF,XLF,Financials,sell,38.9279400000,0.017921592771,0.000000000000,-0.017921592771,0.000000000000,0.697650688086,Remove positions no longer selected by the strategy at this disclosure step.
n4::2024-03-01,2024-03-01,2024-02-27,2023-12-31,sector::XLV,XLV,Health Care,sell,141.0058817000,0.004329077075,0.000000000000,-0.004329077075,0.000000000000,0.610425329899,Remove positions no longer selected by the strategy at this disclosure step.
n4::2024-03-01,2024-03-01,2024-02-27,2023-12-31,sector::XLU,XLU,Utilities,sell,27.4497900000,0.004387019066,0.000000000000,-0.004387019066,0.000000000000,0.120422752095,Remove positions no longer selected by the strategy at this disclosure step.
n4::2024-08-19,2024-08-19,2024-08-14,2024-06-30,sector::XLK,XLK,Technology,buy,110.4114700000,0.015801414295,0.018907265408,0.003105851112,1.000000000000,0.342921586915,N4 Industry Weight-Change Tilt with T+3 execution lag.
n4::2024-08-19,2024-08-19,2024-08-14,2024-06-30,sector::XLY,XLY,Consumer Discretionary,sell,90.3936800000,0.002790006611,0.000000000000,-0.002790006611,0.000000000000,0.252198964816,Remove positions no longer selected by the strategy at this disclosure step.
n4::2024-08-19,2024-08-19,2024-08-14,2024-06-30,sector::XLC,XLC,Telecommunications,sell,85.4400500000,0.001061827821,0.000000000000,-0.001061827821,0.000000000000,0.090722622099,Remove positions no longer selected by the strategy at this disclosure step.
n4::2025-02-28,2025-02-28,2025-02-25,2024-12-31,sector::XLY,XLY,Consumer Discretionary,buy,106.1383400000,0.000000000000,0.005224744734,0.005224744734,0.263267955004,0.554545733018,N4 Industry Weight-Change Tilt with T+3 execution lag.
n4::2025-02-28,2025-02-28,2025-02-25,2024-12-31,sector::XLF,XLF,Financials,buy,51.2045300000,0.000000000000,0.007409852873,0.007409852873,0.180126910874,0.379418033711,N4 Industry Weight-Change Tilt with T+3 execution lag.
n4::2025-02-28,2025-02-28,2025-02-25,2024-12-31,sector::XLI,XLI,Industrials,buy,134.1128100000,0.000000000000,0.000478500048,0.000478500048,0.030465820594,0.064172986086,N4 Industry Weight-Change Tilt with T+3 execution lag.
n4::2025-02-28,2025-02-28,2025-02-25,2024-12-31,sector::XLK,XLK,Technology,sell,111.4065300000,0.018907265408,0.009947855642,-0.008959409765,0.526139313528,0.998136752816,N4 Industry Weight-Change Tilt with T+3 execution lag.
n4::2025-08-15,2025-08-15,2025-08-12,2025-06-30,sector::XLF,XLF,Financials,buy,51.8418300000,0.007409852873,0.029688215097,0.022278362224,0.651103154635,1.154951067091,N4 Industry Weight-Change Tilt with T+3 execution lag.
n4::2025-08-15,2025-08-15,2025-08-12,2025-06-30,sector::XLI,XLI,Industrials,buy,148.8967000000,0.000478500048,0.003522614650,0.003044114601,0.221888910393,0.453258618539,N4 Industry Weight-Change Tilt with T+3 execution lag.
n4::2025-08-15,2025-08-15,2025-08-12,2025-06-30,sector::XLK,XLK,Technology,sell,132.1453700000,0.009947855642,0.000804909691,-0.009142945951,0.044997096961,1.208197975609,N4 Industry Weight-Change Tilt with T+3 execution lag.
n4::2025-08-15,2025-08-15,2025-08-12,2025-06-30,sector::XLC,XLC,Telecommunications,buy,110.3854400000,0.000000000000,0.000308759714,0.000308759714,0.014418424618,0.034082576890,N4 Industry Weight-Change Tilt with T+3 execution lag.
n4::2025-08-15,2025-08-15,2025-08-12,2025-06-30,sector::XLU,XLU,Utilities,buy,41.6441300000,0.000000000000,0.003836708212,0.003836708212,0.067592413393,0.159776375556,N4 Industry Weight-Change Tilt with T+3 execution lag.
n4::2025-08-15,2025-08-15,2025-08-12,2025-06-30,sector::XLY,XLY,Consumer Discretionary,sell,113.6650100000,0.005224744734,0.000000000000,-0.005224744734,0.000000000000,0.593870662467,Remove positions no longer selected by the strategy at this disclosure step.
n4::2026-03-04,2026-03-04,2026-02-27,2025-12-31,sector::XLB,XLB,Basic Materials,buy,51.6911400000,0.000000000000,0.007691518913,0.007691518913,0.161069465267,0.397583380920,N4 Industry Weight-Change Tilt with T+3 execution lag.
n4::2026-03-04,2026-03-04,2026-02-27,2025-12-31,sector::XLF,XLF,Financials,sell,51.2379600000,0.029688215097,0.003072039256,-0.026616175840,0.063768115942,1.363758553060,N4 Industry Weight-Change Tilt with T+3 execution lag.
n4::2026-03-04,2026-03-04,2026-02-27,2025-12-31,sector::XLV,XLV,Health Care,buy,156.4096400000,0.000000000000,0.001448817079,0.001448817079,0.091804097951,0.226608957726,N4 Industry Weight-Change Tilt with T+3 execution lag.
n4::2026-03-04,2026-03-04,2026-02-27,2025-12-31,sector::XLK,XLK,Technology,buy,139.6665600000,0.000804909691,0.011796465198,0.010991555507,0.667466266867,1.535152746744,N4 Industry Weight-Change Tilt with T+3 execution lag.
